Response ID,How long have you been in your current job?,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others","Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities"
824,Between 1 and 5 years,90,5,5,5,5,5,100.0,1.5,7.5,3.0,0.5,7.5,5.0,4.0
825,Between 1 and 5 years,10,4,4,4,5,5,80.0,2.0,8.0,4.0,0.0,10.0,4.0,2.0
826,Between 1 and 5 years,5,4,5,4,5,5,50.0,0.5,8.0,4.0,0.5,8.0,4.0,1.0
827,Between 1 and 5 years,20,4,4,5,4,5,80.0,3.0,6.0,5.0,0.0,9.0,5.0,2.0
828,Between 1 and 5 years,40,5,5,5,5,5,70.0,2.0,8.0,6.0,0.2,9.0,6.0,2.0
831,Between 1 and 5 years,10,1,1,5,2,4,80.0,2.0,8.0,3.0,0.0,9.0,3.0,3.0
832,Between 1 and 5 years,50,4,4,4,4,3,50.0,10.0,10.0,2.0,5.0,5.0,10.0,4.0
835,Between 1 and 5 years,80,2,2,2,4,3,80.0,4.0,8.0,1.0,0.0,10.0,2.0,1.0
836,Between 1 and 5 years,60,5,5,4,5,4,40.0,1.0,8.0,2.0,0.5,7.0,2.0,2.5
837,More than 5 years,30,3,5,5,5,5,100.0,2.0,7.5,1.0,0.0,8.5,3.0,2.0
838,Between 1 and 5 years,20,3,3,3,4,3,10.0,0.45,8.0,0.0,0.0,6.0,1.0,1.0
840,Between 1 and 5 years,40,1,2,2,3,3,5.0,1.0,2.0,1.0,2.0,5.0,3.0,4.0
843,More than 5 years,40,4,2,4,2,4,50.0,3.0,5.0,4.0,0.0,5.0,4.0,4.0
846,More than 5 years,20,3,4,4,4,4,90.0,2.0,8.0,2.0,0.0,9.0,2.0,2.0
847,More than 5 years,20,2,2,2,4,4,30.0,0.5,8.0,8.0,0.0,8.0,8.0,5.0
848,More than 5 years,100,3,5,5,5,5,100.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0
849,More than 5 years,20,4,5,5,5,4,50.0,1.5,6.0,6.0,0.0,6.0,6.0,3.0
850,Between 1 and 5 years,10,5,4,4,5,5,50.0,1.0,10.0,0.5,0.0,14.0,0.5,0.0
851,Between 6 and 12 months,90,5,4,4,3,4,50.0,1.0,8.0,4.0,0.5,8.0,5.0,1.0
853,Between 1 and 5 years,40,3,3,3,3,3,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
854,More than 5 years,20,4,4,5,5,5,50.0,1.5,8.0,4.0,0.5,9.0,6.0,4.0
855,More than 5 years,100,3,3,4,3,5,100.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0
856,More than 5 years,10,3,4,5,4,5,5.0,1.0,8.0,11.0,0.0,8.0,12.0,4.0
858,Between 6 and 12 months,20,5,5,5,5,5,100.0,2.5,10.0,8.5,0.0,12.0,8.0,4.0
859,More than 5 years,5,2,2,3,4,3,20.0,1.0,9.0,13.0,0.0,9.5,13.0,1.5
860,Between 1 and 5 years,10,2,5,5,5,5,50.0,4.0,8.0,12.0,0.5,9.0,13.5,1.0
861,More than 5 years,5,4,4,5,4,5,50.0,2.0,10.0,1.5,0.0,10.0,3.0,2.0
862,Between 1 and 5 years,5,4,4,4,5,4,50.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
863,More than 5 years,40,4,4,4,4,3,40.0,1.0,8.0,4.0,0.0,8.0,4.0,2.0
866,Between 1 and 5 years,100,5,4,4,4,4,80.0,1.0,6.0,2.0,0.25,5.0,3.0,5.0
867,More than 5 years,80,3,4,4,4,4,70.0,1.0,5.0,4.0,0.0,9.0,4.0,1.0
869,More than 5 years,5,2,4,4,4,4,50.0,1.0,8.0,1.0,0.0,8.0,2.0,0.0
870,Between 1 and 5 years,60,2,4,5,4,5,90.0,2.0,9.0,2.0,0.5,8.0,4.0,1.0
871,Between 6 and 12 months,100,4,5,4,4,5,80.0,3.5,7.0,2.0,1.0,7.0,4.0,4.0
875,Between 1 and 5 years,10,1,4,5,5,5,50.0,0.5,7.0,2.0,0.0,8.0,4.0,1.0
877,Between 1 and 5 years,30,5,4,5,4,5,40.0,2.0,8.0,4.0,0.0,8.0,6.0,2.0
880,More than 5 years,100,2,3,4,4,4,100.0,1.0,7.5,2.5,0.0,8.0,2.0,2.0
881,Between 1 and 5 years,70,3,4,4,4,4,70.0,2.0,5.0,2.0,0.0,6.0,3.0,4.0
882,More than 5 years,60,3,3,4,4,4,10.0,1.0,8.0,6.0,0.0,9.0,6.0,1.0
883,Between 1 and 5 years,40,4,4,4,4,4,100.0,3.0,8.0,2.0,0.0,8.0,4.0,4.0
885,More than 5 years,5,2,4,4,4,4,20.0,1.5,9.0,5.0,0.0,9.0,6.0,0.5
886,More than 5 years,10,5,5,5,5,5,20.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0
887,More than 5 years,20,4,4,5,4,5,40.0,1.0,8.0,4.0,0.0,7.5,4.5,2.0
889,More than 5 years,40,1,4,4,4,4,50.0,2.0,8.0,2.0,0.5,8.0,4.0,3.0
890,Between 1 and 5 years,50,4,4,3,5,4,60.0,2.0,9.0,3.0,0.5,10.0,4.0,2.0
891,Between 1 and 5 years,30,5,5,5,5,5,100.0,2.0,8.0,4.0,1.0,9.0,4.0,2.0
893,Between 1 and 5 years,5,3,5,5,5,5,50.0,4.0,8.0,6.0,0.5,8.0,6.0,4.0
894,More than 5 years,5,2,4,4,4,4,30.0,1.5,8.0,2.0,0.5,8.5,2.0,2.0
895,More than 5 years,20,4,4,4,3,4,50.0,1.0,9.0,12.0,0.0,8.0,14.0,2.0
896,Between 6 and 12 months,10,3,4,3,5,5,50.0,2.0,9.0,4.0,0.5,10.0,4.0,1.0
897,More than 5 years,30,5,5,5,5,5,80.0,6.0,6.0,6.0,0.0,9.0,10.0,5.0
898,Between 1 and 5 years,100,3,3,3,3,3,50.0,3.0,3.0,3.0,6.0,3.0,1.5,1.5
899,More than 5 years,90,5,5,5,5,5,90.0,1.0,5.0,14.0,0.0,8.0,12.0,4.0
901,More than 5 years,10,3,3,4,3,4,60.0,3.0,8.0,4.0,0.0,12.0,4.0,4.0
902,Between 1 and 5 years,80,5,4,4,4,4,50.0,0.75,7.0,1.0,0.25,7.0,2.0,1.0
903,Between 1 and 5 years,5,2,4,5,5,5,80.0,3.0,7.5,3.0,0.0,7.0,6.0,3.0
904,More than 5 years,50,5,4,4,5,4,70.0,2.0,9.0,5.0,0.0,9.0,6.0,2.0
905,More than 5 years,50,5,5,5,5,5,90.0,2.0,8.0,5.0,0.0,9.0,6.0,1.0
906,Between 6 and 12 months,40,4,4,5,4,5,10.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0
907,Between 1 and 5 years,100,5,5,5,5,4,100.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0
908,Between 1 and 5 years,20,3,4,4,4,4,50.0,1.5,8.0,0.5,0.0,8.0,1.0,1.0
909,More than 5 years,50,5,5,5,5,5,50.0,1.0,10.0,8.0,2.0,12.0,4.0,6.0
910,More than 5 years,30,1,4,2,4,4,30.0,0.25,9.0,3.5,0.0,7.0,7.0,0.5
911,More than 5 years,20,1,2,3,3,4,50.0,2.0,8.0,3.0,0.0,10.0,3.0,2.0
912,Between 1 and 5 years,5,3,3,4,5,4,80.0,1.0,10.0,10.0,0.0,11.0,10.0,3.0
915,More than 5 years,100,5,5,4,5,4,80.0,3.0,6.0,2.0,0.0,9.5,4.0,3.0
916,More than 5 years,5,2,3,4,4,4,30.0,2.0,6.0,0.5,0.0,7.0,0.5,0.5
917,Between 1 and 5 years,10,5,5,5,5,5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
918,More than 5 years,5,4,4,4,4,4,20.0,2.0,8.0,3.0,0.0,8.0,5.0,1.0
920,More than 5 years,30,2,4,4,5,5,50.0,2.0,10.0,2.0,0.0,10.0,5.0,2.0
921,More than 5 years,5,3,4,4,4,4,80.0,1.0,8.0,8.0,0.0,8.0,8.0,8.0
922,Between 1 and 5 years,90,5,5,5,5,5,100.0,2.5,2.0,3.0,0.0,4.0,3.0,4.0
924,More than 5 years,5,2,3,4,4,4,50.0,1.0,8.0,1.0,0.0,8.0,0.0,0.0
926,More than 5 years,20,3,4,4,5,5,40.0,0.5,7.5,1.0,0.0,7.5,1.0,1.0
927,More than 5 years,100,4,4,4,4,4,100.0,1.0,8.0,8.0,1.0,8.0,8.0,7.0
928,More than 5 years,20,3,3,4,3,4,40.0,2.5,7.5,2.0,0.0,7.5,3.0,3.0
929,Between 1 and 5 years,80,5,5,4,5,4,70.0,2.0,8.0,3.0,0.0,10.0,4.0,1.0
930,More than 5 years,10,4,2,2,4,4,50.0,0.5,8.0,2.0,0.0,8.0,2.0,2.0
935,More than 5 years,90,5,4,5,5,5,60.0,2.0,4.0,0.5,0.25,6.0,1.0,1.0
936,Between 1 and 5 years,10,4,5,4,5,5,50.0,3.0,8.0,2.0,1.0,9.0,2.0,0.0
937,Between 6 and 12 months,80,5,5,5,5,5,90.0,0.2,7.5,12.0,0.1,7.5,12.4,4.0
938,More than 5 years,20,3,4,4,4,4,90.0,2.0,8.0,2.0,0.0,9.0,3.0,1.0
939,More than 5 years,5,4,1,3,4,4,40.0,1.0,9.5,0.5,0.5,8.0,1.5,1.0
940,Between 1 and 5 years,5,3,3,3,3,3,20.0,1.0,7.0,3.0,0.0,7.0,5.0,2.0
941,More than 5 years,10,4,5,4,4,5,50.0,1.0,9.0,3.0,0.5,8.0,4.0,3.0
942,Between 1 and 5 years,5,4,4,4,4,4,90.0,1.5,7.5,2.0,0.5,7.5,3.0,2.0
943,Between 1 and 5 years,20,1,4,4,4,5,100.0,2.0,12.0,2.0,0.5,12.0,4.0,0.0
945,Between 6 and 12 months,30,2,3,3,5,1,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
948,More than 5 years,5,2,4,4,4,4,20.0,0.5,6.0,1.0,0.0,7.0,0.5,0.5
949,Between 6 and 12 months,30,3,3,3,3,2,30.0,1.0,8.0,1.0,1.0,5.0,4.0,2.0
950,Between 1 and 5 years,5,2,5,3,5,4,50.0,1.0,7.0,5.0,0.1,8.0,6.0,6.0
951,Between 6 and 12 months,70,4,3,4,4,5,50.0,2.5,7.5,4.0,0.0,7.5,4.5,4.0
952,Between 1 and 5 years,5,4,4,4,4,5,40.0,1.5,10.0,3.0,0.0,12.0,2.5,1.5
953,Between 1 and 5 years,100,3,5,5,5,5,100.0,1.0,4.0,6.0,0.0,4.0,6.0,4.0
954,More than 5 years,5,3,1,5,4,4,40.0,2.5,7.5,3.0,0.0,6.5,8.0,2.0
955,Between 1 and 5 years,5,4,2,3,3,3,30.0,1.0,9.0,1.0,0.0,10.0,2.0,3.0
957,More than 5 years,40,4,4,4,5,5,30.0,0.5,8.0,4.0,0.25,6.0,8.0,8.0
959,More than 5 years,20,3,5,5,4,5,40.0,2.5,10.0,4.0,0.5,10.0,4.0,2.0
963,Between 1 and 5 years,50,5,5,5,5,5,80.0,4.0,8.0,2.0,0.0,9.0,4.0,4.0
964,Between 1 and 5 years,5,1,3,3,3,5,100.0,2.0,8.0,0.0,2.0,10.0,4.0,1.0
965,Between 6 and 12 months,70,5,5,5,3,3,60.0,2.0,15.0,5.0,0.0,16.0,4.0,4.0
966,Between 1 and 5 years,100,5,5,5,5,5,100.0,4.0,8.0,2.0,0.0,10.0,4.0,2.0
968,More than 5 years,5,2,4,4,4,5,50.0,0.5,9.0,4.0,0.5,10.0,4.0,2.0
969,More than 5 years,20,5,3,5,5,5,60.0,2.5,8.0,8.0,0.0,8.0,10.0,6.0
970,Between 1 and 5 years,5,2,3,3,4,5,50.0,1.0,8.0,4.0,0.0,8.0,4.0,1.0
971,More than 5 years,70,2,4,5,4,5,50.0,1.0,8.0,1.0,0.0,8.0,3.0,2.0
972,Between 1 and 5 years,30,1,2,4,5,5,80.0,2.0,7.5,2.0,0.5,10.0,2.0,1.0
973,More than 5 years,10,2,5,4,5,5,80.0,1.0,8.0,13.0,0.5,8.5,13.0,2.0
974,Between 1 and 5 years,10,4,4,4,5,5,50.0,1.0,8.0,4.0,0.0,8.0,4.0,2.0
977,Between 1 and 5 years,80,3,4,5,4,5,100.0,3.5,8.0,0.0,0.5,4.0,1.0,4.0
979,More than 5 years,5,2,4,2,4,1,5.0,1.0,9.0,1.0,0.5,10.0,2.0,2.0
981,Between 1 and 5 years,50,5,4,3,4,4,70.0,1.0,7.0,3.0,0.0,8.0,3.0,2.0
982,More than 5 years,20,3,4,3,4,4,5.0,1.0,9.0,12.0,0.5,10.0,12.0,1.5
983,Between 1 and 5 years,40,4,4,4,4,4,80.0,1.5,9.0,9.5,0.5,10.0,9.5,4.0
984,More than 5 years,20,3,3,4,4,4,30.0,2.0,7.5,2.0,0.0,7.5,3.0,3.0
985,More than 5 years,20,1,5,4,5,5,60.0,2.0,8.0,0.5,0.0,9.0,1.0,1.0
986,More than 5 years,10,3,2,4,2,3,10.0,0.5,11.0,3.0,0.5,11.0,3.0,2.0
987,More than 5 years,100,5,3,4,3,4,100.0,0.0,6.0,4.0,0.0,6.0,4.0,5.0
989,Between 6 and 12 months,40,3,3,3,3,4,50.0,1.0,10.0,5.0,1.0,11.0,5.0,5.0
990,Between 1 and 5 years,20,2,4,4,4,4,60.0,1.0,8.0,14.0,1.0,8.0,14.0,1.0
992,More than 5 years,90,5,5,5,5,5,100.0,0.1,2.0,3.0,0.0,4.0,3.0,3.0
993,More than 5 years,50,4,4,4,2,2,100.0,5.0,8.0,8.0,0.0,12.0,8.0,4.0
994,More than 5 years,10,4,4,4,5,5,80.0,2.0,9.0,3.0,0.0,10.0,4.0,3.0
995,Between 1 and 5 years,20,2,3,3,3,3,50.0,0.5,5.0,1.0,0.5,6.0,0.5,0.0
996,More than 5 years,10,3,4,3,4,4,50.0,0.5,5.0,2.0,0.1,6.0,3.0,1.0
997,More than 5 years,5,1,4,2,5,4,50.0,1.5,7.0,2.0,0.0,7.0,2.0,1.0
998,Between 1 and 5 years,10,3,5,5,5,5,60.0,5.0,8.0,2.0,0.5,9.0,3.0,3.0
999,More than 5 years,20,5,5,5,5,5,50.0,0.5,7.5,4.0,0.0,7.5,5.0,0.0
1001,More than 5 years,100,1,5,5,5,5,100.0,12.0,8.0,2.0,0.0,8.0,8.0,8.0
1002,More than 5 years,5,4,5,3,5,3,50.0,1.0,11.0,2.0,0.5,10.0,3.0,3.0
1003,More than 5 years,20,2,4,5,5,5,80.0,2.5,9.0,11.5,0.0,8.0,15.0,1.0
1005,More than 5 years,5,2,3,3,3,3,60.0,1.0,9.0,4.0,0.1,9.5,4.5,1.5
1009,More than 5 years,20,4,5,5,5,5,20.0,2.0,6.0,3.0,0.5,6.0,5.0,2.0
1011,Between 1 and 5 years,40,2,4,5,5,5,100.0,6.0,9.0,1.0,2.0,10.0,3.0,3.0
1012,Between 1 and 5 years,20,4,4,4,4,4,90.0,2.0,7.6,12.4,0.0,7.6,14.4,2.0
1014,Between 1 and 5 years,70,4,4,4,4,4,80.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0
1015,Between 1 and 5 years,5,2,5,5,5,5,100.0,2.5,8.0,4.0,0.0,8.0,7.0,2.0
1016,Between 1 and 5 years,10,3,4,3,4,4,5.0,0.3,6.0,4.0,0.3,6.0,3.0,2.0
1017,More than 5 years,70,3,4,4,3,4,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1018,More than 5 years,10,3,3,4,4,5,90.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
1019,More than 5 years,5,3,4,4,4,4,70.0,1.0,8.0,2.0,0.1,6.9,3.0,2.0
1020,More than 5 years,10,2,2,4,5,5,40.0,2.0,7.0,2.0,0.5,9.0,4.0,4.0
1021,More than 5 years,5,3,4,3,4,4,40.0,2.0,7.0,3.0,0.0,9.0,3.0,1.0
1022,Between 1 and 5 years,30,4,4,4,4,4,100.0,1.0,8.0,4.0,0.0,8.0,5.0,1.0
1023,Between 1 and 5 years,5,2,2,2,4,3,60.0,3.0,8.0,12.0,1.0,8.0,13.0,2.0
1026,More than 5 years,20,5,5,5,5,5,40.0,2.0,6.0,4.0,0.0,4.0,5.0,5.0
1027,More than 5 years,5,1,2,2,4,4,60.0,1.5,8.0,6.0,0.5,10.0,4.0,1.0
1028,More than 5 years,5,2,3,2,4,3,30.0,2.0,7.5,5.0,0.0,8.0,7.0,1.0
1029,Between 1 and 5 years,20,5,5,5,4,5,30.0,1.5,8.5,9.0,0.5,9.0,8.5,6.0
1030,More than 5 years,10,1,2,4,1,4,50.0,1.0,5.0,0.0,0.0,6.0,1.0,1.0
1031,Between 1 and 5 years,50,1,4,5,4,5,50.0,1.5,7.5,3.0,0.5,7.0,3.0,2.0
1032,More than 5 years,90,5,5,4,5,4,90.0,4.0,8.0,8.0,0.0,8.0,12.0,4.0
1033,Between 6 and 12 months,30,3,3,2,3,2,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034,More than 5 years,30,3,5,5,5,4,40.0,2.0,6.0,4.0,0.5,8.0,2.0,1.0
1035,More than 5 years,30,4,5,5,4,4,5.0,1.0,8.0,4.0,0.0,8.0,4.0,2.0
1039,Between 1 and 5 years,10,4,4,4,4,4,20.0,3.0,11.0,2.0,0.0,10.0,4.0,2.0
1040,More than 5 years,60,3,4,5,4,4,60.0,1.5,6.5,11.0,1.0,6.5,13.0,3.5
1042,More than 5 years,5,2,4,4,4,4,80.0,2.0,6.0,3.0,0.0,8.0,5.0,4.0
1043,More than 5 years,10,3,4,3,5,4,50.0,1.0,8.0,2.0,1.5,8.0,2.0,2.0
1044,More than 5 years,5,1,2,4,5,4,60.0,2.0,8.0,2.0,0.0,8.0,4.0,2.0
1045,More than 5 years,50,3,3,3,3,4,50.0,1.0,10.0,3.0,0.0,10.0,3.0,1.0
1046,More than 5 years,100,5,3,5,5,5,100.0,1.0,5.0,5.0,1.0,6.0,6.0,1.0
1047,More than 5 years,5,5,5,5,5,5,50.0,4.0,8.0,10.0,0.0,8.0,12.0,4.0
1049,More than 5 years,5,3,3,3,3,4,70.0,1.0,8.0,1.0,0.0,8.0,2.0,1.0
1051,Between 6 and 12 months,80,4,4,4,5,3,70.0,1.5,8.0,2.5,1.5,5.0,1.5,1.5
1052,Between 1 and 5 years,10,5,5,5,5,5,60.0,2.0,8.0,2.0,0.0,8.0,4.0,1.0
1054,Between 1 and 5 years,50,4,4,4,4,4,50.0,1.0,8.0,12.0,0.5,8.0,12.5,3.0
1055,More than 5 years,40,3,4,4,4,4,50.0,0.5,8.5,4.0,1.5,9.0,3.0,1.5
1056,Between 1 and 5 years,30,4,2,3,4,4,10.0,2.0,6.0,1.0,0.0,6.0,1.0,1.0
1057,Between 6 and 12 months,40,3,4,4,4,5,80.0,3.0,8.0,10.0,0.0,8.0,8.0,8.0
1058,More than 5 years,20,5,5,5,5,5,5.0,0.5,8.0,5.0,0.0,8.0,5.0,4.0
1059,Between 1 and 5 years,5,2,4,4,5,4,20.0,2.5,8.0,2.0,0.5,8.0,3.0,3.0
1060,More than 5 years,5,4,4,4,4,4,50.0,0.5,6.25,2.0,0.5,6.25,2.0,3.5
1061,More than 5 years,70,4,5,4,4,4,50.0,1.0,6.0,1.0,0.0,6.0,1.0,0.0
1062,Between 6 and 12 months,60,5,3,4,3,4,60.0,1.0,7.0,4.0,2.0,7.0,3.0,2.0
1063,More than 5 years,50,5,5,5,5,5,50.0,0.5,9.0,5.0,0.0,9.0,5.0,2.0
1064,More than 5 years,40,4,4,4,4,4,50.0,1.0,8.0,3.0,2.0,8.0,6.0,8.0
1065,More than 5 years,5,1,3,3,4,5,50.0,4.0,8.0,10.0,1.0,8.0,11.0,4.0
1066,More than 5 years,60,5,5,3,5,3,60.0,4.0,12.0,8.0,4.0,12.0,8.0,0.0
1068,More than 5 years,20,2,4,4,2,2,20.0,2.0,9.0,4.0,1.0,10.0,6.0,4.0
1072,More than 5 years,10,3,4,3,4,3,30.0,0.5,10.0,3.0,0.0,8.0,3.0,4.0
1075,More than 5 years,50,5,5,4,5,4,50.0,0.0,5.0,2.0,1.0,5.0,1.0,0.0
1076,More than 5 years,5,3,4,5,5,5,80.0,1.5,8.0,13.5,0.0,8.0,15.0,1.0
1077,Between 1 and 5 years,30,4,4,4,5,5,90.0,2.0,6.0,7.0,1.0,9.0,10.0,4.0
1078,More than 5 years,20,3,4,3,4,3,30.0,1.0,5.0,1.0,1.0,7.0,2.0,2.0
1080,More than 5 years,100,5,5,5,5,5,100.0,3.0,8.0,2.0,0.0,10.0,2.0,2.0
1082,Between 6 and 12 months,60,3,3,3,3,3,80.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1084,Between 1 and 5 years,20,4,5,5,5,5,50.0,1.0,8.0,4.0,0.5,8.0,5.0,3.0
1085,More than 5 years,60,4,5,5,4,5,70.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5
1086,Between 1 and 5 years,90,3,4,4,5,5,80.0,2.0,6.0,1.0,0.0,9.0,1.0,1.0
1087,More than 5 years,20,3,3,4,5,3,20.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0
1088,Between 6 and 12 months,20,4,5,5,5,5,20.0,2.0,8.0,5.0,0.5,8.0,6.0,1.5
1090,Between 1 and 5 years,50,4,5,5,5,5,50.0,0.25,7.0,3.0,0.0,6.0,3.0,2.0
1091,More than 5 years,30,2,4,5,4,5,80.0,1.0,6.0,0.5,0.0,7.0,0.0,0.5
1093,More than 5 years,50,2,4,2,4,4,80.0,2.0,10.0,12.0,0.0,11.0,13.0,0.0
1094,Between 1 and 5 years,10,3,2,3,2,2,20.0,1.0,8.0,4.0,0.5,7.0,5.0,2.0
1095,More than 5 years,50,4,5,4,5,4,50.0,2.0,8.0,3.0,0.5,9.0,3.0,1.5
1097,More than 5 years,50,4,2,5,5,5,50.0,1.0,7.0,1.0,0.0,9.0,3.0,2.0
